设备编号,下单时间,订单编号,购买数量（个）,手续费（元）,总金额（元）,支付状态,出货状态,收款方,退款金额（元）,购买用户,商品ID,商品详情,省市区,软件版本
112720,2018/4/29 16:27,112720qr15249904225329,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0s6Ff7Ah0aq_F5dVlmi2NPo,商品0005,王老吉瓶装X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112759,2018/4/29 16:07,112759qr15249892207074,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0t9yZEW9W0hgqTbB2tvMtQI,商品0005,王老吉瓶装X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112539,2018/4/29 14:10,112539qr15249822517684,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0teSANCV94ymerjPzoS8lbA,商品0005,王老吉 罐X1;,广东省佛山市顺德区,V3.0.37;rk3288;(900x1440)
112537,2018/4/29 1:55,112537qr15249381152967,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0kWr1m4qu3O8oM6lEwCU6Bw,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112885,2018/4/28 19:37,112885qr15249154492457,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0ocPR98z4jccMN9MsHsmOpc,商品0005,王老吉瓶装X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112637,2018/4/27 20:18,112637qr15248315492068,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0lhWnQx4ex2u9XVVfSQot1k,商品0005,王老吉 罐X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112535,2018/4/27 12:58,112535qr15248051717758,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0uaUFjS2eQvRvW_v9MHxFn8,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112531,2018/4/26 22:02,112531qr15247514191905,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0u5wpFWDPC9oC1yqD2tEghs,商品0005,王老吉X1;,广东省中山市,V2.1.55/1.2;rk3288
112531,2018/4/26 16:27,112531qr15247313194032,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0seY9D96Wf8F8UcuRWvGNAo,商品0005,王老吉X1;,广东省中山市,V2.1.55/1.2;rk3288
112536,2018/4/26 15:45,112536qr15247288561251,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0n484LVixabNEuvE2m_T25I,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112531,2018/4/26 15:36,112531qr15247282566267,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0sfXrY1PkcyB-hfXa25ks-Y,商品0005,王老吉X1;,广东省中山市,V2.1.55/1.2;rk3288
112531,2018/4/26 12:20,112531qr15247164599798,1,0.03,2.5,微信,出货失败,鑫零售结算,0,os-xL0tXmbp0C6-WUC6GxXlF_w_g,商品0005,王老吉X1;,广东省中山市,V2.1.55/1.2;rk3288
112534,2018/4/26 9:53,112534qr15247076909321,1,0.04,4.0,支付宝,出货成功,鑫零售结算,0,os-xL0ibXhUWVuYOYncDFkXulDW0,商品0005,王老吉 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/25 21:34,112537qr15246633041405,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0uTBvA0KJ_dIePG-Pq_SQIQ,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/25 15:03,112537qr15246398523449,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0qeVv8qS7itVC-PkkqFdMZA,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/24 18:40,112537qr15245664337008,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0ty0PtAsazUtLLNnQntAf3M,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112534,2018/4/24 15:36,112534qr15245554429583,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0p6yPU0u0Vr7X-HaL4TACSM,商品0005,王老吉 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112536,2018/4/24 11:06,112536qr15245392831916,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0uc186bXmkacN5AItXEUyFI,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/23 22:18,112535qr15244931454094,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0tLILu2S6O3FNpMtPzTF0Ks,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/23 22:17,112535qr15244931189324,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0njetHFwhYx7UIafQ9boMtg,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/23 21:36,112534qr15244906089172,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0uOCO_-3TG6Y3vrNVmLv4-A,商品0005,王老吉 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112536,2018/4/23 15:53,112536qr15244700924941,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0sMTsOILaCArS9ugZc0R1bY,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/22 19:42,112535qr15243973795796,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0rxhEI6eEYyWVDuglrNGoEs,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/22 19:42,112535qr15243973512064,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0nDkK-X57FIRD9OZyqu8gZA,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/21 21:50,112535qr15243186771220,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0nMgDkVLX0HG38knQLrap24,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/21 21:43,112537qr15243182309211,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0hS4WiCq-mi1hUls-rf1yY8,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/21 21:43,112537qr15243182068553,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0iPqI85ppOy6ekPD9kyFYsM,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/21 17:38,112537qr15243035123909,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0vRytt71XN61zUfy6Uuojdg,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112539,2018/4/21 12:29,112539qr15242849681238,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0gEj-3UCZllPfVdghSYqNzE,商品0005,王老吉 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/21 11:04,112537qr15242798651811,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0mvuV9-wWPCRY4vxRhU73bM,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/21 11:03,112537qr15242798407521,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0uczr1euoTF0-G5isQXyyoE,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/21 11:02,112537qr15242797834738,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0jGfWda3IHDTlp6POHF3J6M,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112539,2018/4/21 10:53,112539qr15242792411285,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0gA3akTqtYs2BZngMUW4O7Y,商品0005,王老吉 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/20 22:04,112537qr15242330774367,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0kcKS2BizMxrAGLAOch0XZc,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112536,2018/4/20 17:36,112536qr15242170274504,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0jpM-5Pl29wphXhnOkPYI4Q,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/20 16:26,112534qr15242127772272,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0n1kcOHOuurpVdZHyKQewUE,商品0005,王老吉 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112534,2018/4/20 16:10,112534qr15242118343169,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0moIjW6uRFgvhrW69-0ubBw,商品0005,王老吉 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/20 12:16,112537qr15241978056581,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0kCofjLfqbaNZbhAjkJ_Is8,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/19 12:35,112535qr15241125983737,1,0.04,4.0,微信,出货成功,平台,0,os-xL0r1E6ldTedWqWWQbETN8sc4,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/19 12:16,112537qr15241113685737,1,0.04,4.0,微信,出货失败,鑫零售结算,0,os-xL0jkWgjyxhwCJsCdmBHxTg4Q,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/18 18:11,112535qr15240463005093,1,0.04,4.0,微信,出货成功,平台,0,os-xL0kXd9CGQupMMBu0Mr3QFEBQ,商品0005,王老吉 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/15 19:52,112539qr15237931021652,1,0.04,4.0,微信,出货成功,平台,0,os-xL0j7bApCsO3VCnsCgX4aRMgU,商品0005,王老吉 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/30 21:21,112539qr15250945118818,1,0.06,6.0,支付宝,出货成功,鑫零售结算,0,os-xL0tDzWss-F8atVV9umv0PFOc,商品0006,维他柠檬茶X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112673,2018/4/30 19:27,112673qr15250876278783,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0qIHCDXVifitAtUBqLy5DFo,商品0006,维他柠檬茶 罐X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112673,2018/4/30 14:21,112673qr15250692846917,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0kI_gvPj1H6NNxJyMOpEQg8,商品0006,维他柠檬茶 罐X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112535,2018/4/30 13:33,112535qr15250664075780,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0s7ymFxLiYW_ZNNOoq4Zm_8,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/30 8:32,112534qr15250483308198,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0iCzp9wp_EwWCKKWvWEnL2w,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112535,2018/4/29 14:33,112535qr15249836043382,1,0.04,4.0,支付宝,出货成功,鑫零售结算,0,os-xL0hS4WiCq-mi1hUls-rf1yY8,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112705,2018/4/29 13:57,112705qr15249814636231,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0mIej_GamwD-zmapTvnjrQ8,商品0006,维他柠檬茶X1;,广东省广州市天河区,V3.0.35;rk3288;(900x1440)
112534,2018/4/29 13:35,112534qr15249801234625,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0u0MhB5v9JkdanfMunR5Ybc,商品0006,维他柠檬茶 罐X1;,广东省广州市天河区,V3.0.35;rk3288;(900x1440)
112673,2018/4/29 9:59,112673qr15249671467114,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0gAWSpHYqw7z7Nh-kGuxtj4,商品0006,维他柠檬茶 罐X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112537,2018/4/28 22:05,112537qr15249243019942,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0proEmW4gA5Xr0Lr8f5sUNY,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112699,2018/4/28 21:21,112699qr15249216941890,1,0.06,6.0,微信,出货失败,鑫零售结算,0,os-xL0me0kB-5uMltUqloGEhsnNs,商品0006,维他柠檬茶X1;,广东省佛山市,V3.0.33;rk3288;(900x1440)
112539,2018/4/28 18:36,112539qr15249118056434,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0nCMYYepU6a2pJCLopHwOUQ,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112692,2018/4/28 17:35,112692qr15249081381971,1,0.06,6.0,微信,出货失败,鑫零售结算,0,os-xL0qcrdOYYEhW5xwFLqOgl8gA,商品0006,维他柠檬茶X1;,广东省东莞市,V3.0.35;rk3288;(900x1440)
112637,2018/4/28 17:21,112637qr15249073006014,1,0.06,6.0,支付宝,出货成功,鑫零售结算,0,os-xL0vw3roBA1jvM9-dD9p0RVw8,商品0006,维他柠檬茶X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112536,2018/4/28 15:05,112536qr15248991235307,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0i5QRPl2pIczUa-UANaAxDw,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/28 14:06,112539qr15248955977758,1,0.06,6.0,支付宝,出货成功,鑫零售结算,0,os-xL0vtT4fCYUUt4RAG4iGpOhh8,商品0006,维他柠檬茶X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112539,2018/4/28 14:06,112539qr15248955718584,1,0.04,4.0,支付宝,出货成功,鑫零售结算,0,os-xL0o_t8hMFdsN1LHtE_NB8xLc,商品0006,维他柠檬茶 罐X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112539,2018/4/28 12:40,112539qr15248904309868,1,0.06,6.0,微信,出货成功,鑫零售结算,0,ooCjVwOlgJWkniP0egTyfff5t8Og,商品0006,维他柠檬茶X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112539,2018/4/28 12:18,112539qr15248891088144,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0iVk5XXmAJGbdjhLBkiJoqc,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112657,2018/4/28 9:58,112657qr15248806814845,1,0.06,6.0,支付宝,出货成功,鑫零售结算,0,os-xL0gjmXRRSIp1FUy4gbpcj6e8,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112535,2018/4/28 9:46,112535qr15248799691638,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0nV0TYsLxn_Vo3daOkytDzY,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/28 9:27,112536qr15248788645407,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0pP4rBiXITyIsaoD_XQPavA,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112538,2018/4/28 8:55,112538qr15248769572876,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0m8AR4s0pPmsxwk5riSZ6Ug,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112673,2018/4/28 0:27,112673qr15248464874379,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0nSR4dE1b1mKcbSK72nY0lA,商品0006,维他柠檬茶X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112536,2018/4/27 20:55,112536qr15248337601005,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0qe43h_pR-N1EBCfdXg8kLU,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112538,2018/4/27 11:15,112538qr15247989678910,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0raZihC07XuxTg1OIsS63sE,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112659,2018/4/27 11:14,112659qr15247988733756,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0ucvxDj1VOu6G8cFEUQKFvk,商品0006,维他柠檬茶X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/27 11:14,112535qr15247989673747,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0m4-5XYgJxH76Ca-rEZHVVg,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/27 11:14,112535qr15247989414727,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0rdOvTkqzYlDVy8ZQ_1-L0o,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/27 9:22,112539qr15247921698713,1,0.04,4.0,支付宝,出货成功,鑫零售结算,0,os-xL0rf60Sg_s7snpwyC4_XANVg,商品0006,维他柠檬茶 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/27 9:21,112539qr15247921513773,1,0.04,4.0,支付宝,出货成功,鑫零售结算,0,os-xL0qYMyoMjC9sTeDny_1XjT-c,商品0006,维他柠檬茶 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/27 9:21,112539qr15247921179423,1,0.04,4.0,支付宝,出货成功,鑫零售结算,0,os-xL0pQD400DsOX_7_1Wi5M_cGg,商品0006,维他柠檬茶 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112538,2018/4/26 18:24,112538qr15247382519077,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0rHDwuRvvfiPo5_nFMxZGoQ,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112538,2018/4/26 18:12,112538qr15247375347302,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0v4rsiRFQ63AxtjAiuYd2d8,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112534,2018/4/26 12:39,112534qr15247176385006,1,0.06,6.0,微信,出货失败,鑫零售结算,0,os-xL0hTq5SvMWq-8_Zdm1bB6mtk,商品0006,维他柠檬茶X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/26 11:38,112535qr15247139937143,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0qJ_c_bNL12yx3qFZaJ9yMw,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/26 11:34,112539qr15247136998563,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0tDzf5XL9KvI_odq-T7fGaQ,商品0006,维他柠檬茶 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/26 8:57,112539qr15247042753291,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0iwOXJqwj2cqT2b2DsxG3ZI,商品0006,维他柠檬茶 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112637,2018/4/25 21:46,112637qr15246640218470,1,0.06,6.0,支付宝,出货成功,鑫零售结算,0,os-xL0hZn1z4lx19T2JeFfQeUYBA,商品0006,维他柠檬茶X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112637,2018/4/25 19:56,112637qr15246573862120,1,0.06,6.0,支付宝,出货成功,鑫零售结算,0,os-xL0jwzknGEMsChcryYhcn-Ldk,商品0006,维他柠檬茶X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112637,2018/4/25 19:55,112637qr15246573424740,1,0.06,6.0,支付宝,出货成功,鑫零售结算,0,os-xL0twz3vfkdxHb9Tosma5PJKk,商品0006,维他柠檬茶X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112637,2018/4/25 18:44,112637qr15246530845422,1,0.06,6.0,支付宝,出货成功,鑫零售结算,0,os-xL0rHDwuRvvfiPo5_nFMxZGoQ,商品0006,维他柠檬茶X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112637,2018/4/25 12:02,112637qr15246289582364,1,0.06,6.0,支付宝,出货成功,鑫零售结算,0,os-xL0r6n4_8LxFM9_6xhddKq0D4,商品0006,维他柠檬茶X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112537,2018/4/24 20:27,112537qr15245728348084,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0kMmht_oqMCsgtDebe8_NOM,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112534,2018/4/24 10:37,112534qr15245374654419,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0v7g7SouL82CKMlUzkpFlKw,商品0006,维他柠檬茶X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/23 14:20,112539qr15244644399689,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0nOEZUt091J5H6z80xzrvEM,商品0006,维他柠檬茶 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112536,2018/4/23 10:24,112536qr15244503585399,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0iE6XTCDcCCgT3QKdtIOElw,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/23 10:23,112536qr15244502754446,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0n2NkWHSJEVFLnsToGPHJsY,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/22 15:38,112535qr15243827541343,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0qjE4d4wadEi0QnlmzrYwMo,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/22 15:37,112535qr15243826948435,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0ttfu22ZfCLH5XM2gtcWOnc,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112538,2018/4/21 12:28,112538qr15242849218497,1,0.04,4.0,微信,出货成功,鑫零售结算,0,ooCjVwCTwvvGOi5sKfukIyxuITLI,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112535,2018/4/20 23:35,112535qr15242385269653,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0jMPvgq1DPfxnvJMtSG_uR4,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112538,2018/4/20 19:52,112538qr15242251572207,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0tguE1YV5fZNJyYHSHAPPic,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112534,2018/4/20 16:01,112534qr15242113006370,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0mYOGURgbZEIv4-PE0fUT2U,商品0006,维他柠檬茶X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/20 13:34,112539qr15242024714156,1,0.06,6.0,微信,出货成功,鑫零售结算,0,os-xL0h8sekEiP0O4IYh6fVLKKJI,商品0006,维他柠檬茶X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/20 12:22,112537qr15241981402014,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0lbQgWnpvR-6nT5FolCu6-8,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/20 9:50,112535qr15241890495550,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0qSQbYytvM2_977A2zycqbA,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/19 12:17,112537qr15241114446338,1,0.04,4.0,微信,出货失败,鑫零售结算,0,os-xL0gsNLE_93B0WWMH2XzdPPho,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/18 20:46,112535qr15240556061988,1,0.06,6.0,微信,出货成功,平台,0,os-xL0jRCiO4FhyP9BfHy66Yw5Do,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/18 20:45,112535qr15240555466170,1,0.06,6.0,微信,出货成功,平台,0,os-xL0p-0qOM7B2Bonhr_lwylO7E,商品0006,维他柠檬茶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/17 13:42,112539qr15239437779867,1,0.06,6.0,支付宝,出货成功,平台,0,os-xL0gvgEQV55yXNxAJpRyYUyhE,商品0006,维他柠檬茶X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/17 13:01,112539qr15239412885661,1,0.06,6.0,支付宝,出货成功,平台,0,ooCjVwOLJduSGrbrckYU7SbphRNE,商品0006,维他柠檬茶X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/17 13:00,112539qr15239412347527,1,0.06,6.0,支付宝,出货成功,平台,0,os-xL0sqwl8Js9PUWBPU4UC5zoHo,商品0006,维他柠檬茶X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/16 4:05,112535qr15238227158697,1,0.04,4.0,微信,出货成功,平台,0,os-xL0ha5TdYHXx58Lh63RMkT44E,商品0006,维他柠檬茶 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112658,2018/4/30 21:19,112658qr15250943886386,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0t8Brc68zXY_Kd4_xlO1ec0,商品0007,广氏菠萝啤X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112636,2018/4/30 21:17,112636qr15250942555144,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0pc_zSkO5amOspI-SyDO9s8,商品0007,广氏菠萝啤X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112636,2018/4/30 16:49,112636qr15250781589607,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0l2maZ9oYieCiY5nj2hQ4Nk,商品0007,广氏菠萝啤X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112673,2018/4/30 21:09,112673qr15250937809292,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0vkPnOD1Mu2HRbNxjEWY8uc,商品0008,维他奶X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
