设备编号,下单时间,订单编号,购买数量（个）,手续费（元）,总金额（元）,支付状态,出货状态,收款方,退款金额（元）,购买用户,商品ID,商品详情,省市区,软件版本
112536,2018/4/18 19:59,112536qr15240527885120,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0kVTRzvTW0lqWs9O04MaEz0,商品0055,脉动X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/17 10:55,112534qr15239337053166,1,0.04,4.0,微信,出货成功,平台,0,os-xL0k6gMDSwP0M5RXDaJQ3ZedY,商品0055,脉动X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/16 12:52,112539qr15238543551973,1,0.04,4.0,微信,出货成功,平台,0,os-xL0vAPUA7XFvxQcFXiPAxw5Aw,商品0055,脉动X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/16 12:00,112539qr15238512006518,1,0.04,4.0,微信,出货成功,平台,0,os-xL0rNmBe5PuOHNcmpwoLJijTE,商品0055,脉动X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/15 14:32,112535qr15237739357049,1,0.04,4.0,支付宝,出货成功,平台,0,os-xL0n2NkWHSJEVFLnsToGPHJsY,商品0055,脉动X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112638,2018/4/29 22:14,112638qr15250112702271,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0l70PwKAkYeE_yV2nJ09R-g,商品0056,徐福记沙琪玛X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112638,2018/4/29 18:13,112638qr15249968205269,1,0.01,1.0,支付宝,出货成功,鑫零售结算,0,os-xL0oTuJBFvMQ89n6JMZ0S1YOk,商品0056,徐福记沙琪玛X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112638,2018/4/28 17:52,112638qr15249091662863,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0gsQFuZjr-53bC7Atv2FczU,商品0056,徐福记沙琪玛X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112540,2018/4/27 13:25,112540qr15248067459192,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0o7UMWPingfybSBR6Js03T0,商品0056,徐福记沙琪玛X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112531,2018/4/29 22:08,112531qr15250109167995,1,0.05,4.5,支付宝,出货成功,鑫零售结算,0,os-xL0uq3gKPYlri-YDx-t_BJ34s,商品0057,好吃点榛仁酥饼X1;,广东省中山市,V2.1.55/1.2;rk3288
112531,2018/4/28 1:06,112531qr15248488427800,1,0.05,4.5,微信,出货成功,鑫零售结算,0,ooCjVwG6grjRbgMX2KhxGiGIe-2U,商品0057,好吃点榛仁酥饼X1;,广东省中山市,V2.1.55/1.2;rk3288
112531,2018/4/26 15:02,112531qr15247262198341,1,0.05,4.5,微信,出货成功,鑫零售结算,0,os-xL0gE8IBjkvBpFJRaCa11J6cg,商品0057,好吃点榛仁酥饼X1;,广东省中山市,V2.1.55/1.2;rk3288
112531,2018/4/26 15:02,112531qr15247262003847,1,0.05,4.5,微信,出货成功,鑫零售结算,0,os-xL0rw4DqEw8K5IgN6_kj46ajk,商品0057,好吃点榛仁酥饼X1;,广东省中山市,V2.1.55/1.2;rk3288
112531,2018/4/25 17:26,112531qr15246484079100,1,0.05,4.5,微信,出货成功,鑫零售结算,0,ooCjVwFmPvTkTZpxWinoy6LidtoQ,商品0057,好吃点榛仁酥饼X1;,广东省中山市,V2.1.55/1.2;rk3288
112636,2018/4/29 21:39,112636qr15250091549234,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0sZwj45xL06rFLGt6-c-qiU,商品0058,百岁山570MLX1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112636,2018/4/29 21:38,112636qr15250091172351,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0lFkhrGKMrSTfWhQgh8WMd0,商品0058,百岁山570MLX1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112636,2018/4/29 21:37,112636qr15250090667243,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0hP1xz2ZOM2GlUR4qvvpOY4,商品0058,百岁山570MLX1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112636,2018/4/29 21:37,112636qr15250090386080,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0lF3FKQU_ejpHt39CJCsmfc,商品0058,百岁山570MLX1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112636,2018/4/29 21:33,112636qr15250088034202,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0sRbQXqEUTQmE91loCwBgrU,商品0058,百岁山570MLX1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112639,2018/4/29 21:19,112639qr15250079568440,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0lmCzNhHcJAXWIcGwd2R7ss,商品0059,奥利奥原味饼干X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112639,2018/4/27 21:33,112639qr15248360126601,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0qxiBi4niTMwMYfu3zKf8Cc,商品0059,奥利奥原味饼干X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112639,2018/4/25 18:19,112639qr15246515703305,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0lp4Q7cxf9M9g2NAHfq71S8,商品0059,奥利奥原味饼干X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112658,2018/4/29 21:12,112658qr15250075541572,1,0.04,3.5,微信,出货中,鑫零售结算,0,os-xL0v3TMEw_9tbLiGMpocOPhNQ,商品0060,加多宝X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112673,2018/4/29 19:48,112673qr15250025021742,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0jFfCKbMV_KFEvP4QcdtdL0,商品0060,加多宝X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112673,2018/4/29 17:55,112673qr15249957423442,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0i0Ofk7q1BNao2rp_10Sw-Q,商品0060,加多宝X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112744,2018/4/29 15:05,112744qr15249855215768,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0roGZ2b1gGO58nDChvy5uB0,商品0060,加多宝X1;,广东省中山市,V2.1.55/1.2;rk3288
112673,2018/4/28 21:10,112673qr15249210144643,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0iXf7nftzz3igrxDyBXkccE,商品0060,加多宝X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112637,2018/4/28 19:14,112637qr15249140627627,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0h8YSjttJbYsnulgaiPtAR0,商品0060,加多宝X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112673,2018/4/28 14:10,112673qr15248958437396,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0ohQ1CMzyJJB_M3flmRmPFU,商品0060,加多宝X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112673,2018/4/28 0:28,112673qr15248465184123,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0n06azYFDDCZq_tN6B1X2y0,商品0060,加多宝X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112657,2018/4/27 20:19,112657qr15248315562706,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0lwIUWOGgGaRuqdnvTHSKo4,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112538,2018/4/27 15:16,112538qr15248133915031,1,0.04,4.0,支付宝,出货成功,鑫零售结算,0,os-xL0qozIzlSwFzsmxvVRng6F54,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112538,2018/4/27 15:15,112538qr15248133553854,1,0.04,4.0,支付宝,出货成功,鑫零售结算,0,os-xL0t3h0qSkoU7oXnRRvKSlqTY,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112538,2018/4/27 15:14,112538qr15248132521263,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0vry0CUCrn6gRY01NThYlbw,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112538,2018/4/27 15:13,112538qr15248132367344,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0m-nt22eDwdpmtKwKukr_7o,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112538,2018/4/23 9:28,112538qr15244468973247,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0lwwaVp6Zom81VLjE2t1Gwg,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112538,2018/4/22 8:52,112538qr15243583879872,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0pCEWk4BFMlXV3wEkBB0w5o,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112538,2018/4/20 17:42,112538qr15242173732519,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0iSvbhWZZpYZG1yJ0h5GE2s,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112535,2018/4/19 17:31,112535qr15241303355296,1,0.04,4.0,微信,出货成功,平台,0,os-xL0nbckHghSUxS7YEZFGTp2Ps,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 15:43,112535qr15241238149154,1,0.04,4.0,微信,出货成功,平台,0,os-xL0v6G3PQPW8jclS7HT25oHQc,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 15:42,112535qr15241237804454,1,0.04,4.0,微信,出货成功,平台,0,ooCjVwFmPvTkTZpxWinoy6LidtoQ,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/18 15:43,112535qr15240374543725,1,0.04,4.0,微信,出货成功,平台,0,os-xL0gy0pJMJS-FtQLuHBzJ_rmg,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/18 13:57,112535qr15240310972036,1,0.04,4.0,微信,出货成功,平台,0,os-xL0vh-dgJG6eWF7zBVQ9UYtfE,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112538,2018/4/14 17:41,112538qr15236988614339,1,0.04,4.0,微信,出货成功,平台,0,os-xL0va-nMH1pEg3Lg8G8AWKtNw,商品0060,加多宝X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112636,2018/4/29 20:12,112636qr15250039771222,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0sK6RTOQ-mx2m4PcLCGu_gE,商品0061,百事可乐X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112636,2018/4/29 20:11,112636qr15250038939949,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0iZhP7hMcPt_tWqJyywz_8s,商品0061,百事可乐X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112635,2018/4/28 22:12,112635qr15249247391018,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0isi_Y6JOuab1ul_4Yp1jyI,商品0061,百事可乐X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112635,2018/4/28 22:11,112635qr15249247186335,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0pdh72ofGBMMhu4jc1RpTYk,商品0061,百事可乐X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112635,2018/4/28 22:11,112635qr15249246855314,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0nu87uFntgU9GTGfsMwF0so,商品0061,百事可乐X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112636,2018/4/28 13:33,112636qr15248936213585,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0l2maZ9oYieCiY5nj2hQ4Nk,商品0061,百事可乐X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112673,2018/4/29 19:49,112673qr15250025473462,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0lSQ9gil6HdmGHcoyOfl8j8,商品0062,天地一号X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112760,2018/4/29 15:58,112760qr15249886998888,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0vzsEPp-P70YQ7mWOrTLiWo,商品0062,天地一号X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112746,2018/4/29 15:01,112746qr15249853111775,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0jFZuIO6LEVXHJcYtm1qCYw,商品0062,天地一号X1;,广东省中山市,V2.1.55/1.2;rk3288
112638,2018/4/29 19:44,112638qr15250022798096,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0vQsKjF2crBwRmtbAnGljJI,商品0063,贤哥鸡翅X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112638,2018/4/29 19:42,112638qr15250021387417,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0j3y25fAXxo8CmeDTcEgusw,商品0063,贤哥鸡翅X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112638,2018/4/29 17:39,112638qr15249947654320,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0v2e1-9ZBx7sLqUPaigncIo,商品0063,贤哥鸡翅X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112892,2018/4/28 20:50,112892qr15249198057545,1,0.08,8.0,支付宝,出货成功,鑫零售结算,0,os-xL0mD3EaNaYrmqikbr0Nf55yU,商品0063,贤哥鸡翅X1;,广东省中山市,V3.0.33;rk3288;(900x1440)
112639,2018/4/28 19:27,112639qr15249148384259,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0ra12Mr1KYuKMYLeq21mwxM,商品0063,贤哥鸡翅X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112540,2018/4/27 20:56,112540qr15248338047593,1,0.08,8.0,支付宝,出货成功,鑫零售结算,0,os-xL0k7hslp7eWFDkc4_gnQeaWg,商品0063,贤哥鸡翅X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112540,2018/4/27 20:55,112540qr15248337702500,1,0.08,8.0,支付宝,出货成功,鑫零售结算,0,os-xL0uzLSpqlJun8j6Hbq1gSnH0,商品0063,贤哥鸡翅X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112540,2018/4/21 15:42,112540qr15242965258329,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0k5kqvXL7nuoWUcn3Vj2yVI,商品0063,贤哥鸡翅X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/29 18:07,112539qr15249964737265,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0njetHFwhYx7UIafQ9boMtg,商品0064,秒充X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112535,2018/4/29 11:26,112535qr15249723849692,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0n5lK3YsfI6TzeGn-8YARSE,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/26 11:42,112535qr15247141965003,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0vb5Lq1UzaDLHkVtX9ugzLU,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/26 10:30,112539qr15247098745363,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0jfsQS8UhEkevpVu1kma5aw,商品0064,秒充X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/26 8:51,112539qr15247039116824,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0mJ91H-yLfgi-a6jYOW6rHE,商品0064,秒充X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/25 9:35,112539qr15246201296990,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0lSQ9gil6HdmGHcoyOfl8j8,商品0064,秒充X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/24 15:01,112535qr15245533309200,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0ixlntgaJdMxpMyt9L7nPP4,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/24 9:29,112539qr15245334002404,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0qTAal6CbmU1Gp9JJINp4pU,商品0064,秒充X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/22 21:46,112535qr15244047977687,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0nNq8DV5yFiqbnDyRY4nC7I,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/22 21:45,112535qr15244047699352,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0lkxqALiCyvt8zGT_NSt1BU,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/20 18:24,112535qr15242198811620,1,0.0,5.0,微信,出货成功,鑫零售结算,0,os-xL0mI1aWGfRPpyEnKR-gfWi0U,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/20 10:20,112535qr15241908627639,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0h_0kn1RzPXZtZrmzYY9HoI,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 21:33,112535qr15241448004012,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0pp-EBe_Nafhw-_9VdwDU68,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/18 13:51,112535qr15240307377447,1,0.05,5.0,微信,出货成功,平台,0,os-xL0rKQaSjQ2n1WSTMY3m9NVjU,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/15 12:09,112535qr15237653818316,1,0.05,5.0,微信,出货成功,平台,0,os-xL0gemzxJA02Un7_6F0kwVWyM,商品0064,秒充X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112638,2018/4/29 18:05,112638qr15249963595173,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0rbqe1QATljOSs0BiX6efkM,商品0065,M&M巧克力豆X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112540,2018/4/29 18:04,112540qr15249962746197,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0nw9Vd-UmUdPIqYWg4jxW9I,商品0065,M&M巧克力豆X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112540,2018/4/29 14:34,112540qr15249836907224,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0vMUf0BTW_L0LHcLOniqo_c,商品0065,M&M巧克力豆X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112638,2018/4/28 21:05,112638qr15249207458656,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0lCzYIxn077Up0vmdA-izNU,商品0065,M&M巧克力豆X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112540,2018/4/26 11:51,112540qr15247147264554,1,0.08,8.0,支付宝,出货成功,鑫零售结算,0,os-xL0rHu0VqD3WExz0NUB7jMYwY,商品0065,M&M巧克力豆X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112540,2018/4/25 14:07,112540qr15246364582361,1,0.08,8.0,支付宝,出货成功,鑫零售结算,0,os-xL0g7M7g2ITW-_RvfcLUgadak,商品0065,M&M巧克力豆X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112540,2018/4/23 12:26,112540qr15244575717187,1,0.08,8.0,微信,出货成功,鑫零售结算,0,os-xL0vco0NPyeoSvqSqENy41mhc,商品0065,M&M巧克力豆X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/29 17:48,112537qr15249952938796,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0rDaIYCoKbnwHESc5Oucjs4,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112539,2018/4/29 17:27,112539qr15249940679143,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0pQD400DsOX_7_1Wi5M_cGg,商品0066,元气森林X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112707,2018/4/29 14:14,112707qr15249824964902,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0hQXHMht2eXjBdJo8wjzN24,商品0066,元气森林X1;,广东省佛山市顺德区,V3.0.37;rk3288;(900x1440)
112699,2018/4/28 21:23,112699qr15249218368044,1,0.07,7.0,支付宝,出货失败,鑫零售结算,0,os-xL0jVO-4GceKm742ISe08DeG0,商品0066,元气森林X1;,广东省佛山市,V3.0.33;rk3288;(900x1440)
112880,2018/4/28 20:39,112880qr15249191404602,1,0.07,7.0,支付宝,出货成功,鑫零售结算,0,os-xL0gwuqb5mQmHXvb2YGBy-kh4,商品0066,元气森林X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112540,2018/4/28 19:59,112540qr15249167871162,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0kiHO1Rxf3aSI44llrGankA,商品0066,元气森林X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112639,2018/4/27 22:17,112639qr15248386361757,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0pAM5ZHjRroWIXSDmKbFieE,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 21:04,112536qr15247478678024,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0uBWqWTPwir2jcIniciYbAg,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 21:03,112536qr15247478414972,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0uafWk1JP629pkFkNzHThgk,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 20:46,112536qr15247468178478,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0nTzJZ2Uy9sqrZI6AFqvu0w,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 20:45,112536qr15247467474799,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0rDaIYCoKbnwHESc5Oucjs4,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 20:30,112536qr15247458193997,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0grVRuwmHPKrVGkPJnF9nVk,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 20:25,112536qr15247455588678,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0jwC1qmA88YJJqdE_u9wwUI,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 20:24,112536qr15247454521192,1,0.07,7.0,微信,出货失败,鑫零售结算,0,os-xL0lqVd8njicNJwqNm3ALIMuA,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 19:59,112536qr15247440021002,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0twz3vfkdxHb9Tosma5PJKk,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112538,2018/4/26 19:03,112538qr15247406279232,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0ocPR98z4jccMN9MsHsmOpc,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112639,2018/4/26 18:44,112639qr15247394966656,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0r6ea7sit3IaINZurbx36vQ,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112639,2018/4/26 18:42,112639qr15247393224324,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0ndXmDPnSeYtjnCmUAp6fZk,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 15:39,112536qr15247284904573,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0nE-o7GHNKjnN-Uzor8IZRU,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/25 17:46,112536qr15246496904567,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0t9bCnyOKarxmaA7XzwxqQc,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112540,2018/4/25 13:50,112540qr15246354548451,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0jwzknGEMsChcryYhcn-Ldk,商品0066,元气森林X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/25 12:10,112537qr15246294356327,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0pru6qDmfriUpYtcIgO2TqU,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112534,2018/4/25 11:06,112534qr15246256409932,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0r2F73WGP7KDQx5o2Xe-Jtk,商品0066,元气森林X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112540,2018/4/24 22:47,112540qr15245812869746,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0kWsc-T7Xo3bjComi2NT5Do,商品0066,元气森林X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112540,2018/4/24 20:26,112540qr15245728174059,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0pexrBEly2WfXIsjgvgmJII,商品0066,元气森林X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112538,2018/4/24 19:52,112538qr15245707576103,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0qSQbYytvM2_977A2zycqbA,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112535,2018/4/24 19:27,112535qr15245692979332,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0qTAal6CbmU1Gp9JJINp4pU,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/24 17:05,112534qr15245607885945,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0so2vX42cIZv96Amf1y1cYY,商品0066,元气森林X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/24 16:52,112535qr15245599851966,1,0.07,7.0,支付宝,出货成功,鑫零售结算,0,os-xL0jWDD9rOdPFdpt8rT1_cR6A,商品0066,元气森林X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/24 16:19,112539qr15245579676901,1,0.07,7.0,微信,出货成功,鑫零售结算,0,os-xL0u1YuJPsSC0lLcSk5S-YhUI,商品0066,元气森林X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
